Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-043695,2018-09,09/14/2018 20:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4900,NATURAL BRIDGE AVE,55, ,CITY STREET, , ,891824.3,1034808
18-043698,2018-09,09/14/2018 20:10,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4735,S SPRING AVE,16, ,UPSTAIRS,4735,SPRING,890525.8,999215.5
18-043694,2018-09,09/14/2018 20:20,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5326,LOTUS AVE,50, , ,5318,LOTUS,886903.8,1032675
18-043708,2018-09,09/14/2018 20:30,Y, , ,1, , 41021,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,4300,SHREVE AVE,69, , ,400,KINGSHIGHWAY,894199.1,1036767
18-043708,2018-09,09/14/2018 20:30,Y, , ,1, , 41021,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,4300,SHREVE AVE,69, , ,400,KINGSHIGHWAY,894199.1,1036767
18-043703,2018-09,09/14/2018 20:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4527,ANDERSON AVE,69, , ,4512,ANDERSON,895779.3,1036004
18-043859,2018-09,09/14/2018 21:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,4605,LINDELL BLVD,38, , , , ,888829.1,1023188
18-043798,2018-09,09/14/2018 21:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,I 55 SOUTHBOUND / VIRGINIA AVE,1, , , , ,892730.6,993919.3
18-044163,2018-09,09/14/2018 21:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2727,N KINGSHIGHWAY BLVD,52, ,@BISHOP HEALY,2727,KINGSHIGHWAY,889447.5,1032841
18-043785,2018-09,09/14/2018 21:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,915,ANN AVE,21, , ,915,ANN,904103.1,1009647
18-043702,2018-09,09/14/2018 21:50,Y, , ,1, ,250000,4,LOITERING-BEGGING,250,S BROADWAY,35, , , , ,908504.1,1015938
18-043786,2018-09,09/14/2018 22:00,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1015,N 10TH ST,35, , ,1015,10TH,908031.7,1020149
18-043710,2018-09,09/14/2018 22:09,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3704,KOSCIUSKO ST,18, , ,3704,KOSCIUSKO,900610.6,1002321
18-043711,2018-09,09/14/2018 22:15,Y, , ,1, , 43011,2,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE,0,RIVER DES PERES / WEIL AVE,9, , , , ,873038.1,1002839
18-043793,2018-09,09/14/2018 22:20,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1301,CLINTON ST,63, , ,1301,CLINTON,907407.7,1024583
18-043716,2018-09,09/14/2018 23:00,Y, , ,1, , 31421,4,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,320,S 8TH ST,35,BUSCH STADIUM, ,320,8TH,907598.5,1016198
18-043725,2018-09,09/14/2018 23:13,Y, , ,1, ,151130,4,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,1201,MARKET ST,35,FIREMAN S MEMORIAL PARK, , , ,906407.7,1017489
18-043721,2018-09,09/14/2018 23:15,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,4126,W FLORISSANT AVE,68,BP GAS STATION, , , ,900142.6,1034662
18-043730,2018-09,09/14/2018 23:21,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8650,RIVERVIEW BLVD,74, , ,8650,RIVERVIEW,894119.1,1049595
18-043807,2018-09,09/14/2018 23:30,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,4633,DELOR ST,5, , ,4633,DELOR,884880.4,1001338
18-043727,2018-09,09/14/2018 23:35,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,8570,PARTRIDGE AVE,74, ,IN THE REAR OF THIS LOCATION,8570,PARTRIDGE,894111.4,1048683
18-043720,2018-09,09/14/2018 23:41,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,721,N SARAH ST,38, , , , ,893761,1023949
18-043718,2018-09,09/14/2018 23:45,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3400,N BROADWAY,64, , ,3400,BROADWAY,907705.2,1029390
18-043728,2018-09,09/14/2018 23:51,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4034,MCDONALD AVE,15, , ,4034,MCDONALD,890293.4,1006348
18-043812,2018-09,09/15/2018 00:01,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,800,WASHINGTON AVE,35, ,MARRIOT HOTEL,800,WASHINGTON,908187.4,1018534
18-043729,2018-09,09/15/2018 00:05,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,2722,BLAIR AVE,63, , ,2722,BLAIR,906297.2,1025942
18-043739,2018-09,09/15/2018 00:10,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3836,CHIPPEWA ST,16, ,APT A,3836,CHIPPEWA,891370.5,1003316
18-044212,2018-09,09/15/2018 00:15,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",4839,CALVIN AVE,69, , ,4839,CALVIN,894059.6,1037346
18-043763,2018-09,09/15/2018 00:15,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4110,NEBRASKA AVE,16, , ,4116,NEBRASKA,896062,1000561
18-043738,2018-09,09/15/2018 00:20,Y, , ,1, , 41016,4,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,3504,DODIER ST,59, , ,3504,DODIER,900416.8,1027848
18-043938,2018-09,09/15/2018 00:30,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",800,WASHINGTON AVE,35, ,@HOTEL- RENAISSANCE GRAND HOTEL ROOM,800,WASHINGTON,908187.4,1018534
18-043969,2018-09,09/15/2018 00:30,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,1724,S 10TH ST,21, , ,1724,10TH,904850.2,1011307
18-043969,2018-09,09/15/2018 00:30,Y, , ,1, , 43013,3,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,1724,S 10TH ST,21, , ,1724,10TH,904850.2,1011307
18-043969,2018-09,09/15/2018 00:30,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,1724,S 10TH ST,21, , ,1724,10TH,904850.2,1011307
18-043748,2018-09,09/15/2018 00:35,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,1015,S 10TH ST,34, , ,1015,COLE,905919.2,1014245
18-043736,2018-09,09/15/2018 00:50,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,1000,SPRUCE ST,35,WHEELHOUSE, , , ,906666.7,1015976
18-043751,2018-09,09/15/2018 00:54,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1609,S 9TH ST,21, , ,1609,9TH,905282.3,1011627
18-043742,2018-09,09/15/2018 00:56,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,I 55 SOUTHBOUND / LOUGHBOROUGH,1, , , , ,889032,991661.3
18-043787,2018-09,09/15/2018 01:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1112,E JOHN AVE,66, , ,1112,JOHN,904236.4,1034449
18-043737,2018-09,09/15/2018 01:13,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,CAROLINE ST / VIRGINIA AVE,31, , , , ,896763.9,1015329
18-043740,2018-09,09/15/2018 01:15,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5250,RAYMOND AVE,51, , ,5250,RAYMOND,885454.6,1028377
18-043811,2018-09,09/15/2018 01:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",2615,WASHINGTON AVE,37, , ,2615,WASHINGTON,901832.9,1020376
18-043745,2018-09,09/15/2018 01:45,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4308,DR MARTIN LUTHER KING DR,58,EXTREMELY CLEAN LAUNDRY, ,4314,DR MARTIN LUTHER KING,893493.7,1027553
18-043741,2018-09,09/15/2018 01:55,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1115,HAMPTON AVE,42, , ,1115,HAMPTON,880910,1018021
18-043743,2018-09,09/15/2018 01:55,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4116,NEBRASKA AVE,16, , ,4116,NEBRASKA,896055.6,1000524
18-043762,2018-09,09/15/2018 02:00,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,4557,FAIR,68, , , , ,0,0
18-043747,2018-09,09/15/2018 02:20,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3000,CLARA AVE,50, ,IN THE STREET,5601,LABADIE,886080.6,1036154
18-043754,2018-09,09/15/2018 02:33,Y, , ,1, , 41021,5,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,2821,N VANDEVENTER AVE,56,ZX GAS STATION, ,2821,VANDEVENTER,898133.8,1028563
18-043749,2018-09,09/15/2018 02:41,Y, , ,1, , 38111,3,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,4028,CALIFORNIA AVE,16, , ,4028,CALIFORNIA,896792.1,1000950
18-043750,2018-09,09/15/2018 02:54,Y, , ,1, ,182250,6,DRUGS-POSSESSION/COCAINE,3800,N NEWSTEAD AVE,68, , , , ,895638.1,1033127
18-043753,2018-09,09/15/2018 03:00,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3659,S GRAND BLVD,15,BUTTERY DINNER, ,3659,GRAND,893221.4,1004014
18-043765,2018-09,09/15/2018 03:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,0,N 8TH ST / WASHINGTON AVE,35, , , , ,908309.3,1018628
18-043752,2018-09,09/15/2018 03:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4036,DUNNICA AVE,16, ,APT A,4036,DUNNICA,890024.3,1003114
18-043753,2018-09,09/15/2018 03:00, , , ,-1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,3659,S GRAND BLVD,15,BUTTERY DINNER, ,3659,GRAND,893221.4,1004014
18-043755,2018-09,09/15/2018 03:07,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 15TH ST / DELMAR BLVD,36,@SIDE OF STREET, , , ,905998.6,1019848
18-043756,2018-09,09/15/2018 03:15,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1400,DELMAR BLVD,36, , , , ,906380.6,1019734
18-043771,2018-09,09/15/2018 03:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3223,DODIER ST,59, ,REAR ALLEY,3518,GREER,900554.2,1027991
18-043757,2018-09,09/15/2018 03:40,Y, , ,1, , 52211,5,BURGLARY-BUSINESS/NIT/FORCE ENT/OCCUPIED,1925,N SARAH ST,57,BURNING BUSH BAPTIST CHURCH, ,1925,SARAH,895898.3,1027708
18-043758,2018-09,09/15/2018 04:00,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,E 14TH ST / CASS AVE,61, , , , ,907284.5,1022533
18-043760,2018-09,09/15/2018 04:34,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,2628,N EUCLID AVE,55, , ,2832,EUCLID,890381.9,1032038
18-043764,2018-09,09/15/2018 04:48,Y, , ,1, , 31111,6,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,GOODFELLOW BLVD / STRATFORD AV,70, , , , ,886962.4,1042893
18-043767,2018-09,09/15/2018 05:20,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4330,SHREVE AVE,69, , ,4700,ANDERSON,894529,1036958
18-043766,2018-09,09/15/2018 05:30,Y, , ,1, ,176100,6,SEX OFFNS-SX ABUSE/1ST/NO CONSNT/VIC<12,5600,W FLORISSANT AVE,72,NORTHWAY MARKET, , , ,0,0
18-043768,2018-09,09/15/2018 05:45,Y, , ,1, , 52312,1,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,631,LOUGHBOROUGH AVE,1, , , , ,889571.4,991414.1
18-044576,2018-09,09/15/2018 05:50,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4101,GRAVOIS AVE,16, ,@QT - GRAVOIS / CHIPPEWA,4101,GRAVOIS,889849,1003566
18-043769,2018-09,09/15/2018 05:50,Y, , ,1, , 43203,1,AGG.ASSAULT-OTH DANG WEP/POL OFFC 3RD DEGREE,4101,GRAVOIS AVE,16,QUIKTRIP,@QT - GRAVOIS / CHIPPEWA, , ,889849,1003566
18-043769,2018-09,09/15/2018 05:50,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,4101,GRAVOIS AVE,16,QUIKTRIP,@QT - GRAVOIS / CHIPPEWA, , ,889849,1003566
18-043802,2018-09,09/15/2018 06:00,Y, , ,1, , 51112,4,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,1543,HOGAN ST,60, , ,1543,HOGAN,905462.9,1023483
18-043781,2018-09,09/15/2018 06:15,Y, , ,1, , 52112,2,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED,7027,HAMPTON AVE,8,MASTERS AUTO REPAIR, ,7027,HAMPTON,878512.9,997224.9
18-044019,2018-09,09/15/2018 06:30,Y, , ,1, , 10000,5,HOMICIDE,4815,DR MARTIN LUTHER KING DR,55, ,BEST AUTO PLEX,4821,DR MARTIN LUTHER KING,889834.6,1029887
18-044254,2018-09,09/15/2018 07:00,Y, , ,1, , 72113,4,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,0,COTE BRILLIANTE AVE / N SPRING,59, , , , ,898252.8,1025842
18-043782,2018-09,09/15/2018 07:00,Y, , ,1, , 69703,6,LARCENY-ALL OTH/FRM PRSN/UNDER $500,4469,N TAYLOR AVE,69, , ,4469,TAYLOR,896739.3,1036640
18-043777,2018-09,09/15/2018 08:15,Y, , ,1, , 31112,1,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,4226,IOWA AVE,17, ,PARKED INSIDE OF VEHICLE AT THIS LOC, , ,896913.2,999591.5
18-043778,2018-09,09/15/2018 08:29,Y, , ,1, , 41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,5806,DR MARTIN LUTHER KING DR,78, ,@GOODFELLOW, , ,883050.9,1033616
18-043779,2018-09,09/15/2018 08:30,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,3518,S GRAND BLVD,59, , ,3518,GRAND,893530.5,1004900
18-043873,2018-09,09/15/2018 08:30,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,2211,JULES ST,23, , ,2211,JULES,900495.5,1010650
18-043784,2018-09,09/15/2018 08:55,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,4438,GARFIELD AVE,57, , ,4438,GARFIELD,892893.7,1029079
18-044094,2018-09,09/15/2018 09:30,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4399,FOREST PARK AVE,38, , ,4382,LACLEDE,890245.9,1021299
18-043790,2018-09,09/15/2018 09:31,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,3411,S JEFFERSON AVE,19,FAMILY DOLLAR, ,3411,JEFFERSON,898532,1004867
18-045369,2018-09,09/15/2018 10:20,Y, , ,1, ,112010,1,FRAUD-CREDIT DEVICE/OVER $150,4101,GRAVOIS AVE,16, ,@QT - GRAVOIS / CHIPPEWA,4101,GRAVOIS,889849,1003566
18-044548,2018-09,09/15/2018 10:39,Y, , ,1, ,112020,2,FRAUD-CREDIT DEVICE/UNDER $150,4104,ARSENAL ST,15, , ,4104,ARSENAL,890098.8,1008780
18-043800,2018-09,09/15/2018 10:50,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,3430,S GRAND BLVD,25, ,SCHNUCKS,3430,GRAND,893788.8,1005469
18-043803,2018-09,09/15/2018 11:30,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3444,S JEFFERSON AVE,18, , , , ,898718.5,1004498
18-043805,2018-09,09/15/2018 11:35,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,5907,LAURA AVE,76, , ,5907,LAURA,889195.5,1043874
18-043806,2018-09,09/15/2018 12:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,MORA LN / SWITZER AVE,73, ,ROADWAY, , ,891947.9,1049783
18-044385,2018-09,09/15/2018 12:00,Y, , ,1, , 44013,6,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",0,W FLORISSANT AVE / THRUSH AVE,72, , ,4325,SHREVE,893198.9,1044118
18-044891,2018-09,09/15/2018 12:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3634,CHILDRESS AVE,9, , ,3634,CHILDRESS,877577.9,1006036
18-043801,2018-09,09/15/2018 12:00,Y, , ,1, , 63701,6,LARCENY-SHOPLIFT UNDER $500,5003,NATURAL BRIDGE AVE,70,BP, , , ,891035.4,1035280
18-043815,2018-09,09/15/2018 12:15,Y, , ,1, , 41016,2,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,3710,WINNEBAGO ST,15,1ST FLOOR, ,3710,WINNEBAGO,892479.1,1003855
18-044356,2018-09,09/15/2018 12:21,Y, , ,1, ,112020,2,FRAUD-CREDIT DEVICE/UNDER $150,5370,ODELL ST,13, , ,5370,ODELL,883550.1,1009872
18-043821,2018-09,09/15/2018 12:39,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4019,S GRAND BLVD,16, , ,4019,GRAND,893053.6,1001648
18-043819,2018-09,09/15/2018 12:40,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,I 44 EASTBOUND / S VANDEVENTER,13, , , , ,888838.9,1014234
18-043854,2018-09,09/15/2018 12:50,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,3230,GRAVOIS AVE,30,AUTO ZONE, , , ,895460.3,1006496
18-043826,2018-09,09/15/2018 12:50,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5931,PAGE BLVD,78, , ,5931,PAGE,881057.1,1032589
18-044170,2018-09,09/15/2018 13:00,Y, , ,1, , 51122,2,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,3117,PORTIS AVE,15, , ,3117,PORTIS,887380.2,1008994
18-043816,2018-09,09/15/2018 13:00,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,0,CENTER CROSS DR / MAGNOLIA AVE,81, , , , ,889406.4,1010623
18-043817,2018-09,09/15/2018 13:03,Y, , ,1, , 36111,1,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,4517,S KINGSHIGHWAY BLVD,7, , ,4517,KINGSHIGHWAY,884086.8,1002748
18-043827,2018-09,09/15/2018 13:25,Y, , ,1, , 41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4239,38TH ST,16, , ,4239,38TH,891933.9,1000843
18-043827,2018-09,09/15/2018 13:25,Y, , ,1, , 41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4239,38TH ST,16, , ,4239,38TH,891933.9,1000843
18-043820,2018-09,09/15/2018 13:34,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,W FLORISSANT AVE / RUSKIN AVE,71, , , , ,894983.7,1041437
18-043832,2018-09,09/15/2018 13:36,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,1500,UNION BLVD,52, , ,5700,JULIAN,886719.1,1031505
18-043824,2018-09,09/15/2018 13:47,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1405,WASHINGTON AVE,36, , , , ,905963.8,1019364
18-043822,2018-09,09/15/2018 13:49,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,DAGGETT AVE / MARCONI AVE,12, , , , ,885207.1,1013491
18-043852,2018-09,09/15/2018 13:59,Y, , ,1, , 36111,1,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,6821,GRAVOIS AVE,6, , ,6821,GRAVOIS,881756.9,996801
18-044128,2018-09,09/15/2018 14:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N LEFFINGWELL AVE / LOCUST ST,37, , ,2745,LOCUST,900761.6,1020169
18-044162,2018-09,09/15/2018 14:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,1400,N VANDEVENTER AVE,77, , ,1400,VANDEVENTER,896543.8,1025616
18-043871,2018-09,09/15/2018 14:00,Y, , ,1, , 51112,2,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,5033,PERNOD AVE,14,VICTIM S RESIDENCE, ,5033,PERNOD,883891.5,1005678
18-043978,2018-09,09/15/2018 14:00,Y, , ,1, , 65601,3,"LARCENY-MTR VEH PARTS $500 - $24,999",3529,ILLINOIS AVE,18, , , , ,899403.3,1003877
18-044465,2018-09,09/15/2018 14:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,7001,WEIL AVE,9, , ,7001,WEIL,872672.4,1003082
18-043823,2018-09,09/15/2018 14:02,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,320,S 8TH ST,35, , ,320,8TH,907598.5,1016198
18-043844,2018-09,09/15/2018 14:33,Y, , ,1, , 52112,4,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED,1435,MALLINCKRODT ST,65, , ,1435,MALLINCKRODT,905986.2,1029460
18-043847,2018-09,09/15/2018 14:40,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,3430,S GRAND BLVD,25,SCHNUCKS, ,3430,GRAND,893788.8,1005469
18-043842,2018-09,09/15/2018 14:40,Y, , ,1, , 69703,6,LARCENY-ALL OTH/FRM PRSN/UNDER $500,8960,HALLS FERRY RD,74, ,@SAVE A LOT, , ,894719.4,1051432
18-043853,2018-09,09/15/2018 14:55,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4582,COTTAGE AVE,56, ,APT 1E,4582,COTTAGE,892235.9,1030568
18-043849,2018-09,09/15/2018 15:03,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,I 64 WESTBOUND / S SKINKER BLV,44, , , , ,876096.1,1019530
18-043863,2018-09,09/15/2018 15:30,Y, , ,1, , 43013,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,4016,W FLORISSANT AVE,68, , ,4016,FLORISSANT,900372.1,1034147
18-043845,2018-09,09/15/2018 15:30,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,HAMPTON AVE / I 44 WESTBOUND,11, , , , ,880719.5,1014272
18-043856,2018-09,09/15/2018 16:00,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1910,LUCAS AVE,36, , ,1910,LUCAS,904125.5,1019950
18-043856,2018-09,09/15/2018 16:00,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1910,LUCAS AVE,36, , ,1910,LUCAS,904125.5,1019950
18-044451,2018-09,09/15/2018 16:00,Y, , ,1, , 65601,6,"LARCENY-MTR VEH PARTS $500 - $24,999",4201,W NATURAL BRIDGE AVE,56, , ,4201,NATURAL BRIDGE,897187.8,1031875
18-043950,2018-09,09/15/2018 16:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3833,SHAW BLVD,27, , ,3833,SHAW,893566.1,1013093
18-043861,2018-09,09/15/2018 16:33,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,I 70 EASTBOUND / SAINT LOUIS A,63, ,ON HIGHWAY, , ,907627,1026542
18-043861,2018-09,09/15/2018 16:33,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,I 70 EASTBOUND / SAINT LOUIS A,63, ,ON HIGHWAY, , ,907627,1026542
18-043858,2018-09,09/15/2018 16:47,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 14TH ST / BRANCH ST,65, , , , ,906764.3,1027827
18-044111,2018-09,09/15/2018 17:00,Y, , ,1, , 51322,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5156,WESTMINSTER PL,38, , ,5156,WESTMINSTER,886016.3,1025475
18-043974,2018-09,09/15/2018 17:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5105,MINNESOTA AVE,17, , ,5105,MINNESOTA,894120.1,995442.1
18-043977,2018-09,09/15/2018 17:00,Y, , ,1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",2204,MENARD ST,21, , ,2204,MENARD,903683.6,1009600
18-043867,2018-09,09/15/2018 17:18,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",11005,RIVERVIEW DR,75,MOTO MART, , , ,910791.1,1068274
18-043869,2018-09,09/15/2018 17:20,Y, , ,1, ,241100,6,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5404,N KINGSHIGHWAY BLVD,71, , ,5404,KINGSHIGHWAY,894813.4,1040112
18-044014,2018-09,09/15/2018 17:30,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4633,PERSHING PL,38, , ,4633,PERSHING,888660.3,1024243
18-043959,2018-09,09/15/2018 17:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",3299,SAMUEL SHEPARD DR,77, , , , ,898492.2,1021496
18-043980,2018-09,09/15/2018 17:30,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,4048,SHAW AVE,27, , ,4048,SHAW,891695,1013160
18-044239,2018-09,09/15/2018 18:03,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,4564,ATHLONE AVE,68, , ,4564,ATHLONE,899174.5,1035706
